AGE,GENDER,DOMAIN,PhD,YEARSEXP,UNIVERSITY,USERWIKI,PU1_IND,PU1
62,0,2,1,22,2,0,0,2
44,1,1,1,20,2,0,0,3
41,1,1,1,11,2,0,1,4
37,1,4,1,6,2,0,1,4
46,1,1,1,20,2,0,0,3
43,0,3,1,15,2,0,0,3
28,0,4,1,1,2,0,1,4
25,0,1,0,1,2,0,0,3
29,1,4,0,2,2,0,1,4
61,0,3,1,37,2,0,0,3
65,0,6,1,43,2,1,0,3
53,0,3,1,12,2,0,0,3
49,0,1,1,18,2,0,0,3
35,1,6,1,8,2,0,0,1
35,0,6,0,7,2,0,1,4
44,0,2,0,3,2,0,1,4
31,1,6,1,7,2,0,0,2
37,1,4,1,5,2,0,0,2
31,1,5,0,4,2,0,0,3
60,0,2,1,35,2,0,1,4
33,1,6,1,5,2,0,1,4
48,0,6,1,19,2,0,0,3
46,0,2,1,15,2,0,0,3
53,0,5,1,26,2,0,0,2
47,0,6,0,20,2,0,1,5
31,0,6,1,1,2,1,1,4
36,0,4,1,10,2,0,1,4
25,1,1,0,3,2,0,0,3
24,1,6,0,2,2,0,0,3
45,0,1,1,18,2,0,0,3
33,1,1,1,3,2,0,0,2
54,1,6,1,30,2,0,0,3
29,0,4,0,5,2,0,1,4
62,0,6,1,37,2,0,1,5
29,0,4,0,1,2,0,0,3
28,0,3,1,4,2,0,0,2
58,0,3,1,31,2,0,0,3
62,1,6,1,22,2,1,1,4
37,1,2,1,15,2,0,1,4
60,1,3,1,20,2,0,0,3
45,0,6,1,25,2,1,1,5
45,1,5,1,20,2,0,1,4
36,0,5,1,14,2,0,1,4
38,0,6,1,15,2,0,1,4
30,1,6,0,5,2,0,0,2
45,0,6,0,15,2,0,0,3
28,1,3,0,1,2,0,1,4
45,1,6,1,11,2,0,1,5
48,1,6,1,5,2,0,0,3
48,0,4,0,24,2,0,0,1
26,1,6,0,1,2,0,0,1
48,1,1,1,22,2,0,0,3
51,0,6,1,25,2,1,0,3
60,0,3,1,37,2,1,0,3
53,0,4,1,25,2,1,1,5
60,1,1,1,39,2,0,1,4
36,0,2,0,3,2,0,0,3
53,0,1,1,18,2,0,0,3
41,1,1,1,12,2,0,0,2
27,1,6,0,1,2,1,0,3
46,0,6,1,20,2,0,0,3
51,1,1,0,20,2,0,1,4
29,1,6,0,5,2,0,0,2
59,1,6,1,20,2,0,0,3
58,0,6,0,5,2,1,0,3
41,1,2,1,15,2,0,1,4
62,0,3,1,30,2,0,1,4
33,0,4,1,7,2,0,0,3
44,0,2,1,20,2,0,0,3
47,1,6,1,18,2,0,1,5
23,0,3,0,1,2,1,1,4
39,1,6,1,13,2,0,0,1
48,1,6,1,21,2,0,0,2
40,1,3,1,12,2,0,0,1
35,1,3,0,3,2,0,0,3
26,0,4,0,1,2,1,1,4
33,0,1,0,2,2,0,0,1
45,0,1,1,8,2,0,0,1
47,0,2,1,25,2,0,1,4
35,1,6,1,11,2,0,0,2
26,1,5,0,4,2,0,0,3
49,0,6,1,15,2,1,1,4
29,0,4,0,5,2,0,1,4
59,0,2,1,35,2,0,1,4
26,0,1,0,2,2,1,0,2
58,0,6,0,10,2,0,0,3
36,0,6,0,1,2,0,0,3
41,1,3,1,15,2,0,0,3
29,0,4,0,3,2,0,1,4
43,1,6,1,20,2,0,0,2
52,0,4,1,15,2,1,1,5
36,0,3,1,2,2,0,1,5
27,0,2,0,0,2,1,1,5
50,0,3,1,12,2,0,0,3
58,0,6,1,20,2,0,0,2
47,0,6,1,20,2,0,1,4
34,1,6,1,10,2,0,0,3
59,0,6,0,24,2,0,0,2
45,0,6,0,18,2,1,1,5
34,1,1,1,6,2,0,1,5
48,0,6,1,21,2,0,0,2
52,1,6,1,19,2,0,0,2
43,0,5,1,21,2,0,0,3
53,0,6,0,25,2,0,0,3
39,0,5,1,9,2,0,0,3
40,0,3,1,10,2,0,0,3
41,1,3,1,12,2,0,0,3
